Interne Zeilen ID;Interne Firmen ID;Dienste nach Alphabet und Jahr;Name;Sitz;Rechtsform;Reg.-gericht;HR-Nr. (neueste);IK-Nr.;GF;Jahr;Anlagenintensität (Quote);Umlaufintensität (Quote);Forderungsintensität (Quote);Vorratsintensität (Quote);Eigenkapitalquote;Fremdkapitalquote;Verschuldungsgrad (Quote);Anlagendeckungsgrad 1 (Quote);Anlagendeckungsgrad 2 (Quote);Liquidität Grad 1 (Quote);Liquidität Grad 2 (Quote);Liquidität Grad 3 (Quote);Eigenkapitalrentabilität (Quote);Gesamtkapitalrentabilität (Quote);Personalaufwandsquote;Personalaufwand je MA;Materialaufwandsquote;Materialaufwand je MA;Anlagevermögen (Einzelwert);Umlaufvermögen (Einzelwert);Gesamtvermögen (Einzelwert);Forderungen (Wertesumme);Kurzfristige Forderungen (Wertedifferenz);Bestand Vorräte (Wertesumme);Eigenkapital (Einzelwert);Gesamtkapital (Einzelwert);Fremdkapital (Wertesumme);Langfristiges Fremdkapital (Wertesumme);Liquide Mittel (Wertesumme);Kurzfristige Verbindlichkeiten (Wertedifferenz);Langfristige Verbindlichkeiten (Wertesumme);Jahresüberschuss (Wertesumme);Bilanzgewinn (Wertesumme);Fremdkapitalzinsen;Personalaufwand;Materialaufwand;Gesamtleistung;Mitarbeiter;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1014;1015;1016;1017;1018;1019;1020;1021;1022;1023;1024;1025;1026;1027;1028;1029;1030;1031;1032;1033;1034;1035;1036;1037;1038;1039;1040;1041;1042;1043;1044;1045;1046;1047;1048;1049;1050;1051;1052;1053;1054;1055;1056;1057;1058;1059;1060;1061;1062;1063;1064;1065;1066;1067;1068;1069;1070;1071;1072;1073;1074;1075;1076;1077;1078;1079;1080;1081;1082;1083;1084;1085;1086;1087;1088;1089;1090;1091;1092;1093;1094;1095;1096;1097;1098;1099;1100;1101;1102;1103;1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1116;1117;1118;1119;1120;1121;1122;1123;1124;1125;1126;1127;1128;1129;1130;1131;1132;1133;1134;1135;1136;1137;1138;1139;1140;1141;1142;1143;1144;1145;1146;1147;1148;1149;1150;1151;1152;1153;1154;1155;1156;1157;1158;1159;1160;1161;1162;1163;1164;1165;1166;1167;1168;1169;1170;1171;1172;1173;1174;1175;1176;1177;1178;1179;1180;1181;1182;1183;1184;1185;1186;1187;1188;1189;1190;1191;1192;1193;1194;1195;1196;1197;1198;1199;1200;1201;1202;1203;1204;1205;1206;1207;1208;1209;1210;1211;1212;1213;1214;1215;1216;1217;1218;1219;1220;1221;1222;1223;1224;1225;1226;1227;1228;1229;1230;1231;1232;1233;1234;1235;1236
25;25;145;Medella UG (haftungsbeschränkt);Potsdam;UG (haftungsbeschänkt);Potsdam;32470;461212769;Yury Shulgin;2018;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;29;169;Pflegedienst Eva Kohl GmbH/PEK GmbH;Potsdam;GmbH;Potsdam;26865;463203513;Eva Kohl, Robert Kohl;2018;0,286577283;;0,414987697;0,007413739;0,683252171;0,316747829;0,463588471;2,384181205;2,943632401;1,806370128;27,09759004;0,704957149;0,383545294;0;;;;;95207;;332221,03;137867,64;137867,64;2463;226990,74;332221,03;105230,29;53263,67;93870,95;51966,62;8552;87061,23;0;;;;0;;95207;;;;63152;2;;63150;;32055;32055;;;;;;;;;;;;;;;;;;;226990,74;;;;;;;;;;;;;;;;112929,51;;;;27000;;;;;;;;;87061,23;;;;;;;;;;137867,64;128666,15;;9201,49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93870,95;;;;;;;;;;;;;;;;;;2812,44;;;44711,67;19071,17;25640,5;;;;;;;332221,03;332221,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;60518,62;;;;;;;;;;46078,44;5261,69;;46078,44;;0;5888,18;5888,18;;;8552;0;8552;;;;;;2463;2463
27;26;151;Pflegedienst am See GmbH;Potsdam;GmbH;Potsdam;16741;461207158;Petra Krehan;2018;0,095817781;0,867557001;0,772307303;0;0,475303898;0,524696102;1,103917104;4,960497879;5,584492632;0,204879341;;0,867557001;0,31527716;0;;;;;17916;162215,73;186979,91;144405,95;144405,95;0;88872,28;186979,91;98107,63;11179,49;17809,78;86928,14;0;28019,4;0;;;;0;;17916;;;;7287;;;;;10629;;;;;;;;;;;;;;;;;;;;88872,28;;;;0;;;;;;;;;;;;;;35852,88;;;;25000;;;;;;;;28019,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6848,18;;;11179,49;;;;;;;;;186979,91;186979,91;162215,73;;144405,95;;;;;;;;;;;;;;;17809,78;;;;;;;;;;86928,14;;;;0;;82361,93;;;;;;;;;;;;;;;;;;;;;;;
28;27;157;Pflegedienst Herbstzeit GmbH;Potsdam;GmbH;Potsdam;26740;463204375;Andreas Alert, Michael Köder-Höller;2018;0,552378902;0,412095084;0,335912366;0;0,067976661;0,836688142;12,30846183;0,123061654;0,179708224;0,094590178;;0,38681523;2,769511262;0;;;;;230382;171873,49;417072,41;140099,78;129556,25;0;28351,19;417072,41;348959,54;13050,35;31773,71;335909,19;0;78518,94;0;;;;0;35;230382;;;;167227;;;;;63155;;;;;;;;;;;;;;;;;;;;28351,19;;;;;;;;;;;;;;;;-62667,75;;;;25000;;;;12500;-12500;;;;78518,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;14816,92;;;13050,35;;;;;;;;;417072,41;417072,41;171873,49;;140099,78;;10543,53;;;;;;;;;;;;;31773,71;;;;;;;;;;335909,19;;;;;;34271,84;;;;;;;;;;;;;;;;;;;;;;;
29;28;163;Pflegedienst Marcel Krönert GmbH;Potsdam;GmbH;Potsdam;34492;461212111;Marcel Krönert;2018;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;30;175;Pflegedienst Qualitas GmbH;Potsdam;GmbH;Potsdam;16397;461206965;Brigitte Naumann, Friederike Fritz, Alexander Fritz;2018;0,207751397;0,766325662;0,450340822;0;0,581618525;0,41230452;0,708891657;2,799588997;3,557091818;1,239203381;;0,766253729;0,674764528;0;;;;;77980;287642,23;375352,47;169036,54;169036,54;0;218311,95;375352,47;154759,52;59070,07;118578,69;95689,45;0;147309,16;0;;;;0;36;77980;;;;1;;;;;77979;;;;;;;;;;;;;;;;;;;;218311,95;;;;;;;;;;;;;;;;45502,79;;;;25500;;;;;;;;;147309,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;9730,24;;2281;59070,07;;;;;;;;;375352,47;375352,47;287642,23;;169036,54;;;;;;;;;;;;;;;118578,69;;;;;;;;;;95689,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;31;181;Pflegedienst Träger GmbH;Treuenbrietzen;GmbH;Potsdam;36099;461202153;Andreas Träger;2018;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;32;187;Pflegeteam Potsdam Antje Schneider GmbH;Potsdam;GmbH;Potsdam;27727;463204319;Antje Schneider;2018;0,180346733;0,807268268;0,654384839;0;0,588439455;0,411560545;0,69941018;3,262822933;3,472609639;0,409078704;;0,807268268;0;0,518303416;;;;;66856;299260,91;370708,13;242585,78;242585,78;0;218139,29;370708,13;152568,84;14025,5;56675,13;138543,34;0;0;192139,29;;;;0;25;66856;;;;1930;;;;;64926;;;;;;;;;;;;;;;;;;;;218139,29;;;;192139,29;;;;;;;;;;;;;;;;26000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;4591,22;;;14025,5;;;;;;;;;370708,13;370708,13;299260,91;;242585,78;;;;;;;;;;;;;;;56675,13;;;;;;;;;;138543,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;33;193;"PSL ""Ihr Pflegedienst für Stadt und Land"" GmbH";Beetzsee;GmbH;Potsdam;28439;463202373;Eva Rettig;2018;0,789272222;0,18755722;0,139241526;0;0,341059872;0,658656726;1,931205577;0,432119441;0,485045058;0,07832217;;0,18755722;0;0,333261717;;;;;1366371,41;324695,1;1731178,89;241051,99;241051,99;0;590435,65;1731178,89;1140252,62;72316,05;83643,11;1067936,57;0;0;576935,65;;;;0;55;1366371,41;;;;3;;;;;1366368,41;;;;;;;;;;;;;;;;;;;;590435,65;;;;576935,65;;;;;;;13500;;;;;0;;;;26000;;;;;;;;;;;;;;;;-12500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;;;;;;40112,38;;490,62;72316,05;;;;;;;;;1731178,89;1731178,89;324695,1;;241051,99;;;;;;;;;;;;;;;83643,11;;;;;;;;;;1067936,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;34;199;PTS Pflegeteam Sanitas GmbH;Kleinmachnow;GmbH;Potsdam;28074;461210222;Angela Heyroth;2018;0,044065799;0,903664979;0,785088398;0;0;1;;0;16,35193242;0,424337931;1,340952766;0,903664979;;0,160846859;;;;;8789,5;180247,8;199463,08;156596,15;156596,15;0;0;199463,08;199463,08;143725,31;23651,65;55737,77;134417,71;0;32083,01;;;;0;20;8789,5;;;;2524;;;;;6265,5;;;;;;;;;;;;;;;;;;;;0;;;;;;;;32083,01;;;;;;;;;;;;25000;;;;;;;;;;;;;;;;;7083,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;7083,01;;;3342,77;;;9307,6;;;;;;;;;199463,08;199463,08;180247,8;;156596,15;;;;;;;;;;;;;;;23651,65;;;;;;;;;;190155,48;;;;;;55737,77;134417,71;;;;;;;;;;;;;;;;;;;;;;
35;35;205;SAB Service für Assistenz und Pflege im ambulanten Bereich GmbH;Düsseldorf;GmbH;Düsseldorf;79412;461213441;Jacek Sabiniarz;2018;0,018885909;0,981083049;0,846577517;0;0,312813628;0,687186372;2,196791666;16,56333421;40,81215431;0,58678296;;0,969998299;0,806628174;0,156025536;0,875220302;24360,32602;;;68226;3544196,41;3612534,55;3058290,53;3018246,49;0;1130050,04;3612534,55;2482484,51;1654400;485905,88;828084,51;0;911530,2;563647,64;;14689276,59;;16783519,03;603;68226;;;;;;;;;68226;68226;;;;;;;;;;;281823,82;113941,28;0;113941,28;0;0;455765,1;60000;1130050,04;;;;281823,82;;;;;;;;;;810006,22;;;;;;52000;;;-13780;38220;;;;;;;;;;;;;;;;;;;;;;54411,56;;;;;;54411,56;;;;;;;;;;;;455765,1;;;;;;;;;;;;;;;;;455765,1;;;;;;;;;;14689276,59;12294735,01;;2394541,58;;35739,19;16781106,64;1486528,66;;;;2412,39;;;89296,87;;;;8240,25;;;;;;;;;;236;316;;;;;;;603;;;;51;;;;;112,14;;;1654400;;;;;;;;;3612534,55;3612534,55;3544196,41;;3058290,53;;;;;;;;;3058290,53;40044,04;;;;;485905,88;;;;;;;;;;828084,51;;;;;;;;;;792339,41;;;792339,41;;;;;;;35745,1;35745,1;;;;;;;;
36;36;211;St. Josef Sozialstation Potsdam GmbH;Potsdam;GmbH;Potsdam;20800;501205394;Andreas Barthold, Oliver Pommerenke;2018;0,050312133;0,936197127;0,575969811;0;0,378173219;0,621826781;1,644290894;7,516541211;12,16542009;0;;0,575969811;0,015634355;0;;;;;10030,1;186637,9;199357,48;114823,89;114823,89;0;75391,66;199357,48;123965,82;46628,72;0;77337,1;0;1178,7;0;;;;0;23;10030,1;;;;9252,1;;;;;778;;;;;;;;;;;;;;;;;;;;75391,66;;;;;;;;;;;;;;;;49212,96;;;;25000;;;;;;;;;1178,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;;2689,48;;;46628,72;;;;;;;;;199357,48;199357,48;186637,9;;114823,89;;;;;;;;;;;71814,01;;;;;;;;;;;;;;77337,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;37;217;VERITAS Pflegedienst Brandenburg GmbH;Potsdam;GmbH;Potsdam;28439;461208650;Dmitri Davidoff;2018;0,139238131;0,860761869;0,856939889;0;0,561160852;0,438839148;0,782020247;4,030223976;4,12920043;0,00899167;;0,850895909;-0,0466237;0;;;;;82732;511444,32;594176,32;509173,39;503311,27;0;333428,49;594176,32;260747,83;8188,52;2270,93;252559,31;0;-15545,67;0;;;;0;;82732;60000;;;1;;;;;22731;;;;;;;;;;;;;;;;;;;;333428,49;;;;;;;;;;;;;;;;292882,82;;;;25000;;;;;;;-15545,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8188,52;;;;;;;;;594176,32;594176,32;511444,32;;509173,39;;5862,12;;;;;;;;;;;;;2270,93;;;;;;;;;;252559,31;;;;151381,67;;252559,31;;;;;;;;;;;;;;;;;;;;;;;
38;38;223;Wallow & Schneider GmbH Häusliche Krankenpflege, Betreutes Wohnen;Potsdam;GmbH;Potsdam;18015;461209003;Carlo Wallow, Antje Schneider;2018;0,220060127;0,773827408;0,61114531;0;0,830197919;0,169802081;0,204532049;3,772595833;4,083124175;1,603297802;;0,773827408;-0,080680952;0;;;;;75959,25;267105,86;345174,98;210952,07;210952,07;0;286563,55;345174,98;58611,43;23587,5;56153,79;35023,93;0;-23120,22;0;;;;0;24;75959,25;2800;;;1460,25;;;;;71699;;;;;;;;;;;;;;;;;;;;286563,55;;;;;;;;;;;;;;0;;;;284583,77;;25100;;;;;;;;;;-23120,22;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;2109,87;;0;23587,5;;;;;;;;;345174,98;345174,98;267105,86;;210952,07;;;;;;;;;;;;;;;56153,79;;;;;0;;;0;;35023,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;39;229;Wildgrube & Müller GmbH;Treuenbrietzen;GmbH;Potsdam;28741;463201511;Yvonne Wildgrube, Stephan Müller;2018;0,33531014;0,643411311;0,398699209;0;0,610300824;0,389699176;0,638536213;1,820108464;2,067309948;0,797601424;;0,643411311;0,166957723;0;;;;;154080,79;295658,59;459517,24;183209,16;183209,16;0;280443,75;459517,24;179073,49;38089;112449,43;140984,49;0;46822,25;0;;;;0;;154080,79;;;;28;;;;;154052,79;;;;;;;;;;;;;;;;;;;;280443,75;;;;;;;;;280443,75;;;;;;;;;208621,5;;;;;;;;25000;;;46822,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9777,86;;;38089;;;;;;;;;459517,24;459517,24;295658,59;;183209,16;;;;;;;;;;;;;;;;;112449,43;;;;;;;;140984,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;1;2;Advoco Pflegedienst GmbH;Potsdam;GmbH;Potsdam;22822;463201668;Yuliya Kyryan;2019;0,16863846;0,824955737;0,761969554;0;;0,401176192;;;1,820204475;0,668503239;5,518941378;0,824955737;;0,530816303;;;;;66952;327519,81;397015,01;302513,35;302513,35;0;;397015,01;159272,97;121866,33;25006,46;37406,64;59344,68;0;210742,04;;;;0;;66952;;;;6;;;;;66946;;;;;;;;;;210742,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2543,2;;0;62521,65;;;;;;;;;397015,01;397015,01;327519,81;;302513,35;;0;;;;;;;;;;;;;25006,46;;;;;;;;;;96751,32;;;;;;37406,64;59344,68;;;;;;;;;;;;;;;;;;;;;;
41;2;8;Ambulante Pflege Lehmann UG (haftungsbeschränkt);Potsdam;UG (haftungsbeschänkt);Potsdam;31142;461212177;Nicole Lehmann;2019;0,252954629;0,15661813;0,086579753;0;0;1;;0;0,172257702;0,073229222;;0,138881305;;0;1,013458666;;0,113125899;;28498;17644,68;112660,52;9754,12;7755,88;0;0;112660,52;112660,52;4909;7890,56;107751,52;0;-117118,1;0;;217245,02;24249,67;214360,02;;28498;;;;2736;2736;;;;25762;;705;25057;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;2500;;;;;;;;;-58559,05;;;;;;;;66321,45;10262,4;;;;;;;;7164,18;;;;;;;7164,18;;;;;;;;;;;;;;;;;;124272,31;;1933,63;;;;;;;;-58559,05;24249,67;;;;;50,79;275,08;23923,8;10404,24;217245,02;166168,83;;51076,19;3120;;;3056,98;5326,39;;;0,26;;;;7400,21;;82827,43;3398,77;;;;0;;;;;;;;;;;;;;;;;;;;66321,45;;;196,39;;;4909;4909;;;;;;;;112660,52;112660,52;17644,68;;9754,12;;;7262,98;;;;;;2491,14;1998,24;;;;;;;7890,56;;;;;;;;107751,52;;;;;;;;;;26356,4;;;0;;;7090,12;7090,12;;;74305;;;;;;;;;
42;3;14;Ambulanter Pflegedienst im Oberlinhaus gemeinnützige GmbH i. L.;Potsdam;gGmbH i. L.;Potsdam;15698;461217456;Thomas Neubauer;2019;;1;1;0;0,7257804;0,2742196;0,377827233;;;0;;-1;-0,229526727;0;;;;;;25000;25000;25000;25000;0;-18144,51;-25000;-6855,49;-6859,39;0;3,9;0;4164,65;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-18144,51;;;;;;;;;;;;;;;;;;127690,84;;;-150000;;;;;;4164,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6859,39;-6859,39;;;;;;;;25000;-25000;25000;;25000;;;;;;;;25000;;;;;;;;;;;0;;;;;;3,9;;;;;;;;;;3,9;;;;;;0;;;;;;;;;;;;;
43;4;20;Atemzug Intensivpflege Burkart GmbH;Stahnsdorf;GmbH;Potsdam;29193;461210665;Martina Burkart;2019;0,104727216;0,895272784;0,516841018;0;0,591619062;0,408380938;0,690276841;5,649143398;6,508566016;1,188631576;;0,895272784;0,375578195;0;;;;;48564;415155;463719;239669;239669;0;274345;463719;189374;41737;175486;147637;0;103038;0;;;;0;20;48564;0;;;1;;;;;48563;;;;;;;;;;;;;;;;;;;;274345;;;;;;;;;;;;;;0;;;;121807;;25000;;;;;;;;;;103038;;;24500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;0;;0;41737;;;;;;;;;463719;463719;415155;;239669;;;;;;;;;;;;;;;175486;;;;;0;;;0;;147637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;5;26;Backschies Häusliche Krankenpflege und Seniorenbetreuung GmbH;Potsdam;GmbH;Potsdam;32889;461200663;Lydia Backschies, Heike Jezewski;2019;0,186725407;0,791637876;0,752919129;0;0,20768559;0,79231441;3,814970549;1,112251374;1,909691288;0,060177211;;0,783162873;0,139095186;0;;;;;52217;221378,31;279645,93;210550,77;208180,77;0;58078,43;279645,93;221567,5;41639,92;10827,54;179927,58;0;8078,43;0;;;;0;38;52217;;;;1282;;;;;50935;;;;;;;;;;;;;;;;;;;;58078,43;;;;;;;;;;;;;;;;;;;;25000;;;;;;;;;8078,43;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;;;;6050,62;;;41639,92;;;;;;;;;279645,93;279645,93;221378,31;;210550,77;;2370;;;;;;;;;;;;;10827,54;;;;;;;;;;179927,58;;;;93202,37;;179927,58;;;;;;;;;;;;;;;;;;;;;;;
45;6;32;Care Vita GmbH;Werder (Havel);GmbH;Potsdam;30922;461212031;Stephanie Gräber;2019;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;7;38;carebrandenburg24 Pflegedienst GmbH;Kleinmachnow;GmbH;Potsdam;33650;461214102;Emrah Türker;2019;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;8;44;COMCURA GmbH;Beelitz (vormals: Coswig);GmbH;Dresden;28687;463202965;Dr. Matthias-Hagen Lakotta;2019;0,023947537;0,965825607;0,245326455;0,003915801;0,684023762;0,315976238;0,461937517;28,56342872;39,9085645;16,18001326;;0,965825607;0,052636233;0;;;;;25371;1023235,15;1059440,9;259908,88;259908,88;4148,56;724682,75;1059440,9;334758,15;287837,44;759177,71;46920,71;0;38144,57;0;;;;0;59,75;25371;;;;1;;;;;25370;;;;;;;;;;;;;;;;;;;;724682,75;;;;;;;;;;;;;;;;;661538,18;;;25000;;;;;;;;38144,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,75;;;;;;;;;10834,75;;;287837,44;;;;;;;;;1059440,9;1059440,9;1023235,15;;259908,88;;;;;;;;;;;;;;;;759177,71;;;;4148,56;;;;;46920,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;9;50;Comfort Homecare GmbH Brandenburg;Erkner;GmbH;Frankfurt (Oder);16386;461211553;Thomas Wierzoch;2019;0,503661743;0,490441575;0,468782016;0;0,461480396;0,538519604;1,166939287;0,916250643;1,142784227;0,051032915;667,8496209;0,490441575;0;0,413146934;;;;;260514;253676;517240;242472,81;242472,81;0;238696,12;517240;278543,88;59015,17;11203,19;219528,71;379,84;0;213696,12;;;;0;30;260514;;;;396;;;;;260118;;;;;;;;;;;;;;;;;;;;238696,12;;;;213696,12;;;;;;;;;;;;;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;3050;;;58635,33;;;;;;;;;517240;517240;253676;;242472,81;;;;;;;;;;;;;;;11203,19;;;;;;;;;;219908,55;;;;;;219528,71;379,84;;;;;;;;;;;;;;;;;;;;;;
49;10;56;ConVIDA V&P Ambulanter Pflegedienst GmbH;Teltow;GmbH;Potsdam;27507;463202681;Juan Manuel Velez Rodrigues, Malgorzata Pierowska;2019;0,047037087;0,930840882;0,583839833;0;0,526063848;0,473936152;0,900909943;11,18402269;11,47777552;0,754155216;;0,930840882;0;0,496317971;;;;;20715;409939,69;440397,17;257121,41;257121,41;0;231677,03;440397,17;208720,14;6085,09;152818,28;202635,05;0;0;218577,03;;;;0;12;20715;;;;3620;;;;;17095;;;;;;;;;;;;;;;;;;;;231677,03;;;;218577,03;;;;;;;13100;;;;;;;;;25600;;;;;;;;;;;;;;;;-12500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;9742,48;;;6085,09;;;;;;;;;440397,17;440397,17;409939,69;;257121,41;;;;;;;;;;;;;;;152818,28;;;;;;;;;;202635,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
